Department,Product,amountBought
"dry goods pasta","ProteinPLUS Multigrain Penne Pasta",10862
"dry goods pasta","Spaghetti Brown Rice Pasta",10827
"dry goods pasta","Traditional Pasta Sauce",10782
"dry goods pasta","Vegan Cheddar Mac & Cheese",10676
"dry goods pasta","Garlic & Herb Rice Pilaf Mix",10610
"dry goods pasta","Gluten Free Linguini",10594
"dry goods pasta","Organic Whole Grain Sprouted Quinoa",10505
"dry goods pasta","Organic Brown Long Grain Rice",10488
"dry goods pasta","Organic Quinoa",10486
"dry goods pasta","Original Long Grain Rice",10398
"dry goods pasta","Organic 100% Whole Wheat No. 4 Spaghetti",10397
"dry goods pasta","White Instant Enriched Long Grain Rice",10381
"dry goods pasta","Gluten Free Brown Rice Penne Rigate Pasta",10363
"dry goods pasta","Long Grain Brown Rice",10221
"dry goods pasta","Gluten Free Spaghetti Pasta",10197
"dry goods pasta","Microwaveable Whole Grain Brown Rice 2 ct",10119
"dry goods pasta","Signature Recipes Vodka Sauce Pasta Sauce",10109
"dry goods pasta","Penne Lisce",9991
"dry goods pasta","Easy Mac Original Flavor Macaroni & Cheese Dinner",9988
"dry goods pasta","Roasted Garlic",9926
"dry goods pasta","Gluten Free Spaghetti",9862
"dry goods pasta","Jasmine Ready Rice",9807
"dry goods pasta","Tomato Basil Garlic Italian Sauce",9691
"dry goods pasta","White Rice",9672
"dry goods pasta","Chicken Rice Mix",9575
"dry goods pasta","Instant Mashed Potatoes",9523
"dry goods pasta","Alfredo Sauce",9447
"dry goods pasta","Organic Gluten Free Elbow Pasta",9437
"dry goods pasta","Organic Penne Rigate Whole Wheat Pasta",9376
"dry goods pasta","White Cheddar Macaroni & Cheese Cups",9344
"dry goods pasta","Organic Creamy Deluxe Macaroni Dinner Rotini & White Cheddar Sauce",9332
"dry goods pasta","Microwaveable Mac & Cheese",9302
"dry goods pasta","Certified Organic Spanish Style Rice With Quinoa, Red Bell Peppers & Corn",9273
"dry goods pasta","Thick Spaghetti Pasta",9220
"dry goods pasta","Fresh Fussilli",9213
"dry goods pasta","Rao's Homemade Roasted Garlic Sauce",9196
"dry goods pasta","Spinach Cheese Tortellini",9087
"dry goods pasta","Spirals Macaroni & Cheese Dinner",9048
"dry goods pasta","Original Long Grain & Wild Rice Mix",8993
"dry goods pasta","100% Whole Wheat Farfalle No. 87",8929
"dry goods pasta","Classic Potato Gnocchi",8822
"dry goods pasta","Beef Flavor Ramen Noodle Soup",8817
"dry goods pasta","Dry Pasta Lasagne",8810
"dry goods pasta","Brown Rice Pasta Shells",8780
"dry goods pasta","Sundried Tomatoes",8775
"dry goods pasta","Mini Farfalle Pasta",8717
"dry goods pasta","Organic Chicken & Mozzarella Ravioli",8694
"dry goods pasta","Organic California Brown Jasmine Rice",8664
"dry goods pasta","Elbow Macaroni",8651
"dry goods pasta","Organic Seven Whole Grains",8647
"dry goods pasta","Organic Macaroni & Cheese",8644
"dry goods pasta","Penne Rigate Pasta",8593
"dry goods pasta","Long Grain Wild Rice",8482
"dry goods pasta","Gluten-Free Supergrain Pasta Garden Pagodas",8445
"dry goods pasta","Ricotta And Spinach Tondi",8431
"dry goods pasta","Goat Cheese & Basil Ravioli",8390
"dry goods pasta","Chicken Flavor Ramen Noodles",8335
"dry goods pasta","Rotelle No 54",8332
"dry goods pasta","All Natural Four Cheese Ravioli",8325
"dry goods pasta","Spaghetti Protein Plus Pasta",8282
"dry goods pasta","Instant Whole Grain Brown Rice",8199
"dry goods pasta","Whole Grain Spaghetti",8191
"dry goods pasta","Ready Rice Roasted Chicken Flavored",8157
"dry goods pasta","Chickpeas! Pasta Shells",8110
"dry goods pasta","Quinoa, Organic, Whole Grain",7968
"dry goods pasta","Basmati Ready Rice",7942
"dry goods pasta","Fresh Mushroom  Pasta Sauce",7884
"dry goods pasta","Three Cheese Tortellini",7878
"dry goods pasta",Quinoa,7823
"dry goods pasta","Old World Style Organic Traditional Pasta Sauce",7810
"dry goods pasta","Freshly Made. Filled with Creamy Ricotta, Aged Parmesan and Romano Cheeses Mixed Cheese Tortellini",7809
"dry goods pasta","Chickpeas! Penne Pasta",7761
"dry goods pasta","Fresh Fettuccini",7702
"dry goods pasta","Stove Top Stuffing Mix For Chicken",7697
"dry goods pasta","Pesto Pasta Sauce",7688
"dry goods pasta","Deluxe Original Cheddar Macaroni & Cheese Dinner",7651
"dry goods pasta","Whole Grain Thin Spaghetti Pasta",7543
"dry goods pasta","Fresh Tomato & Basil Sauce",7526
"dry goods pasta","Organic Quinoa Fusilli Pasta Gluten Free",7522
"dry goods pasta","Organic Gluten-Free Quinoa Spaghetti",7502
"dry goods pasta","Garlic Marinara Pasta Sauce",7482
"dry goods pasta","Organic Premium Quinoa",7461
"dry goods pasta","Spinach & Ricotta Ravioli",7418
"dry goods pasta","Toasted Almond Rice Pilaf Mix",7408
"dry goods pasta","Organic Elbows & Creamy Mild Cheddar Sauce Creamy Deluxe Macaroni Dinner",7340
"dry goods pasta","Organic Ville Organic Pasta Sauce Marinara",7330
"dry goods pasta","Cellentani Pasta",7282
"dry goods pasta","Macaroni & Cheese Dinner",7267
"dry goods pasta","Organic Dried Porcini Mushrooms",7225
"dry goods pasta","Lasagne Pasta",7216
"dry goods pasta","Olive Oil & Garlic Pasta Sauce",7182
"dry goods pasta","Spanish Style Ready Rice",7136
"dry goods pasta","Rice Pasta & Cheddar Gluten Free Macaroni & Cheese",7119
"dry goods pasta","Old World Style Traditional Pasta Sauce",7088
"dry goods pasta","Organic 5 Grain Elbows & White Cheddar Macaroni and Cheese",7082
"dry goods pasta","Bucatini, No. 15",7071
"dry goods pasta","Wild Rice",7066
"dry goods pasta","Homemade Marinara Sauce",7042
"dry goods pasta","Organic Linguine",6982
"dry goods pasta","Organic Original Rice Pilaf",6873
"dry goods pasta","Ready to Serve Long Grain White Rice",6794
"dry goods pasta","Vegan Shells & Creamy Sauce Mac & Cheese Macaroni & Cheese Organic",6677
"dry goods pasta","Organic Spinach And Cheese Ravioli",6663
"dry goods pasta","Pearled Barley",6627
"dry goods pasta","Roasted Garlic Alfredo Pasta Sauce",6626
"dry goods pasta","Mezze Penne Pasta",6609
"dry goods pasta","Organico Bello Marinara Pasta Sauce",6592
"dry goods pasta","Veggie Rotini Pasta",6557
"dry goods pasta","Old World Style Meat Flavored Pasta Sauce",6474
"dry goods pasta","Flavored with Meat Italian Sauce",6461
"dry goods pasta","PastaJoy Organic Brown Rice Pasta Elbows",6439
"dry goods pasta","Organic Red Lentil Rotini Pasta",6433
"dry goods pasta","Pasta Sauce Tomato Basil",6424
"dry goods pasta","Three Cheese Ravioli In Egg Pasta",6420
"dry goods pasta","Alfredo Sauce With Aged Parmesan Cheese",6365
"dry goods pasta","Organic Gluten Free Rigatoni",6316
"dry goods pasta","Arborio Rice",6232
"dry goods pasta","Traditional Basil Pesto",6113
"dry goods pasta","Thick 'N Creamy Macaroni & Cheese",6095
"dry goods pasta","Macaroni & Mild Cheddar Cheese",5994
"dry goods pasta","PastaJoy Brown Rice Pasta Elbow",5968
"dry goods pasta","Pasta Joy Ready Brown Rice Pasta Penne with Rice Bran",5966
"dry goods pasta","Organic Forbidden Rice",5951
"dry goods pasta","Cheese Creations Classic Alfredo Cheese Sauce",5886
"dry goods pasta","Jasmati Long Grain American Jasmine Rice",5841
"dry goods pasta","Organic Garlic Roasted Garlic Pasta Sauce",5835
"dry goods pasta","Ready Rice  Pilaf",5830
"dry goods pasta","Orzo, No. 65",5741
"dry goods pasta","Roasted Salted Sunflower Kernels",5729
"dry goods pasta","Signature Recipes Fire Roasted Tomato & Garlic Pasta Sauce",5718
"dry goods pasta","Organic Spinach & Cheese Tortellini",5681
"dry goods pasta","Pasta Sauce, Vodka Sauce",5644
"dry goods pasta","Chickpeas! Rotini Pasta",5571
"dry goods pasta","Roasted Garlic Herb Italian Sauce",5487
"dry goods pasta","Homemade Style Pizza Sauce",5484
"dry goods pasta","Basmati Rice",5471
"dry goods pasta","Original Recipe Long Grain & Wild Rice",5429
"dry goods pasta","Raw Basil Pesto",5383
"dry goods pasta","Whole Grain Quinoa",5380
"dry goods pasta","Oriental Flavor Ramen Noodle Soup",5378
"dry goods pasta","Spanish Rice Rice Mix",5364
"dry goods pasta",Fettuccine,5338
"dry goods pasta","Pizza Squeeze Pizza Sauce",5331
"dry goods pasta","Tomato & Basil Tomato Sauce",5327
"dry goods pasta","Rice Pilaf",5301
"dry goods pasta","Ancient Grain Pasta Gluten-Free Fusilli",5296
"dry goods pasta","Kids Mac-N-Cheezy Fish Shaped Ravioli",5289
"dry goods pasta","Original Enriched Parboiled Long Grain Rice",5275
"dry goods pasta","Brown Rice Pasta, Fettuccini Style, Pad Thai",5257
"dry goods pasta","Protein Plus Farfalle Multigrain Pasta",5241
"dry goods pasta","Buttery Homestyle Mashed Potatoes",5241
"dry goods pasta","Parmesan Cheese Angel Hair Pasta Mix",5224
"dry goods pasta","Pasta Angel Hair",5181
"dry goods pasta","Whole Grain Rotini",5170
"dry goods pasta","All Natural Roasted Garlic Pasta Sauce",5168
"dry goods pasta","Chunky Tomato Garlic & Onion Pasta Sauce",5130
"dry goods pasta","Traditional Sweet Basil Pasta Sauce",5129
"dry goods pasta","Pizza Sauce, Organic",5125
"dry goods pasta","Gluten Free 100% Organic Whole Grain Traditional Egg Pasta",5107
"dry goods pasta","Organic Harmony Blend Tri-Color",5105
"dry goods pasta","Signature Recipes Four Cheese Alfredo Pasta Sauce",5078
"dry goods pasta","Mushroom Ravioli",5076
"dry goods pasta","Homemade Style Basil Pesto",5072
"dry goods pasta","Rice Sides Cheddar Broccoli",5046
"dry goods pasta","Cheese Delicato Tortellini",5026
"dry goods pasta","Classic Mild Cheddar Macaroni & Cheese 25% Less Sodium",4999
"dry goods pasta","Organic Rice Ramen",4966
"dry goods pasta","A Blend of Cream, Butter, Parmesan Cheese and a Hint of Nutmeg Alfredo Sauce",4957
"dry goods pasta","Elbows Pasta",4954
"dry goods pasta","Boil-In-Bag Whole Grain Brown Rice",4936
"dry goods pasta","Fresh Marinara Sauce",4931
"dry goods pasta","100% Organic Rainbow Heirloom Quinoa",4922
"dry goods pasta","Wild Mushroom & Herb Couscous Mix",4907
"dry goods pasta","Fettuccini Noodles",4888
"dry goods pasta","Gemelli Pasta",4876
"dry goods pasta","Broad Noodles",4876
"dry goods pasta","Lentil Beans",4875
"dry goods pasta","Roasted Garlic Mashed Potatoes",4838
"dry goods pasta","Basil & Herb Pearled Couscous",4832
"dry goods pasta","Short Grain Brown Rice",4832
"dry goods pasta","Veggie Penne Pasta",4793
"dry goods pasta","Organic Classic Marinara Pasta Sauce",4775
"dry goods pasta","DeBoles Organic Angel Hair Pasta",4745
"dry goods pasta","California Brown Basmati Rice",4730
"dry goods pasta","Fiesta Sides Mexican Rice",4678
"dry goods pasta","Herbed Chicken Couscous",4654
"dry goods pasta","Arrabiata Pasta Sauce",4650
"dry goods pasta","Gluten Free Fettuccine",4641
"dry goods pasta","Saffron Yellow Seasonings & Long Grain Rice",4641
"dry goods pasta","Red Lentils",4628
"dry goods pasta","Organic Red Beet & Spinach Ravioli",4569
"dry goods pasta","Sweet Potato Gnocchi",4546
"dry goods pasta","Jasmine Enriched Long Grain Rice",4544
"dry goods pasta","Organic Texmati Brown Rice",4542
"dry goods pasta","Organic Marinara Sauce",4531
"dry goods pasta","Shells & White Cheddar",4504
"dry goods pasta","Large Elbow Macaroni",4459
"dry goods pasta","Organic Basil Garlic Polenta Pre-Cooked",4423
"dry goods pasta","Organic Cabernet Marinara Pasta Sauce",4417
"dry goods pasta","Spicy Tomato & Basil Pasta Sauce",4393
"dry goods pasta","Vegan White Cheddar Mac & Cheese",4392
"dry goods pasta","Angel Hair Pasta With Herbs",4328
"dry goods pasta","Garden Vegetable Ready Rice",4264
"dry goods pasta","Campanelle Pasta",4238
"dry goods pasta","Protein Plus Rotini Pasta",4223
"dry goods pasta","Vegan Garlic & Roasted Veggie Ravioli",4215
"dry goods pasta","ProteinPLUS Multigrain Angel Hair Pasta",4203
"dry goods pasta","Gluten-Free Lemon Thyme Linguine",4180
"dry goods pasta","Gluten Free Fettuccini Roasted Garlic",4146
"dry goods pasta","Gluten Free Rigatoni",4137
"dry goods pasta","Pearl Barley",4115
"dry goods pasta","Organic Whole Grain Yellow Rice Rice & Seasoning Mix",4091
"dry goods pasta","Fresh Alfredo",4090
"dry goods pasta","Protein PLUS Multigrain Elbow Macaroni Pasta",4071
"dry goods pasta","Marinara Italian Sauce",4064
"dry goods pasta","Pasta Sides Chicken Flavor",4064
"dry goods pasta","100% Whole Wheat Spaghetti",4061
"dry goods pasta","Au Gratin Potatoes",4049
"dry goods pasta","Brown Rice",4044
"dry goods pasta","Organic Capellini Whole Wheat Pasta",4031
"dry goods pasta","Spicy Red Pepper",4011
"dry goods pasta","Couscous Original",3980
"dry goods pasta","Gluten Free Pasta Penne Rigate",3979
"dry goods pasta","Stove Top Stuffing Mix for Turkey",3964
"dry goods pasta","Broccoli au Gratin",3959
"dry goods pasta","Italian Sausage and Garlic Meat Sauce",3944
"dry goods pasta","Mexican Style Rice & Pasta",3925
"dry goods pasta","Velveeta Original Shells & Cheese",3919
"dry goods pasta","Suddenly Salad Classic Pasta Kit Classic",3917
"dry goods pasta","Authentic Chinese Noodles",3880
"dry goods pasta","Butternut Squash Pasta Sauce",3863
"dry goods pasta","Pasta Sides Alfredo",3819
"dry goods pasta","Brown & Wild Ready Whole Grain Medley",3795
"dry goods pasta","Freshly Made with Durum Flour and Eggs Delicately Cut into Narrow Ribbons Linguine Pasta",3791
"dry goods pasta","Italian Pasta Sauce Basilico Tomato, Basil & Garlic",3753
"dry goods pasta","Mezzi Rigatoni",3707
"dry goods pasta","Accents Organic Sprouted Quinoa Trio",3706
"dry goods pasta","Organic Whole Grain Brown Rice Microwaveable Pouches",3697
"dry goods pasta","Cooking Sauce, Spicy Arrabbiata",3692
"dry goods pasta","Chunky Garden Combination Pasta Sauce",3658
"dry goods pasta","Organic Vegetarian & Delicious Four Cheese Tortelloni",3631
"dry goods pasta","Egg Pappardelle Noodles",3600
"dry goods pasta","Macaroni & Cheese Dinner Nickelodeon Sponge Bob Square Pants Shapes",3589
"dry goods pasta","Spanish Style Yellow Rice",3588
"dry goods pasta","Long Grain American Basmati White Rice",3583
"dry goods pasta","Organic Red Lentil Rotini",3580
"dry goods pasta","Pearl Couscous Natural",3543
"dry goods pasta","Homemade Garden Vegetable Sauce",3528
"dry goods pasta","Wild Mushroom & Herb Rice Pilaf Mix",3525
"dry goods pasta","Whole Wheat Pearl Couscous",3525
"dry goods pasta","Organic Quinoa Rice Pasta & White Cheddar Macaroni & Cheese",3512
"dry goods pasta","Fusilli with Spinach No. 34",3494
"dry goods pasta","Rice Sides Chicken Flavor",3492
"dry goods pasta","Organic Hom Mali Jasmine Rice",3491
"dry goods pasta","Heat & Eat Organic Bowl Brown Rice",3489
"dry goods pasta","Whole Wheat Penne Rigate",3469
"dry goods pasta","Gluten Free Rice Lasagna",3444
"dry goods pasta","Accents Sprouted Lentil Trio",3440
"dry goods pasta","Three Cheese Italian Sauce",3430
"dry goods pasta","Artichoke Sauce",3397
"dry goods pasta","Garlic & Olive Oil Vermicelli",3387
"dry goods pasta","Spicy Marinara Pasta Sauce",3332
"dry goods pasta","Italian Pearled Farro",3331
"dry goods pasta","Jumbo Shells Pasta",3329
"dry goods pasta","Cheese Delicato Tortelloni",3318
"dry goods pasta","Italian Pasta Sauce Puttanesca Tomato & Sliced Olives",3265
"dry goods pasta","Extra Broad Noodles",3262
"dry goods pasta","Organic Whole Wheat Linguine",3214
"dry goods pasta","Shells & White Cheddar Pasta",3214
"dry goods pasta","Velveeta Reduced Fat 2% Milk Shells Cheese",3213
"dry goods pasta","Rustic Tomato Basil Sauce",3211
"dry goods pasta","Cooking Sauce, Marinara, Garlic",3197
"dry goods pasta","Organic White Cheddar Macaroni & Cheese",3193
"dry goods pasta","Superfood Pesto Sauce",3180
"dry goods pasta","Passata Biodynamic Tomato Puree",3172
"dry goods pasta","Gluten Free Ancient Grain Pasta Penne",3165
"dry goods pasta","Shells No 50 Pasta",3147
"dry goods pasta","Arrabbiata Sauce, Hot",3140
"dry goods pasta","Asparagus & Gruyere Ravioli",3129
"dry goods pasta","Sprouted Green Lentils",3129
"dry goods pasta","Gluten Free Cheese Ravioli",3121
"dry goods pasta","Enriched Macaroni & Cheese Dinner!",3113
"dry goods pasta","Quinoa Mac And Mild Cheddar Cheese",3108
"dry goods pasta","Traditional Favorites Italian Sausage with Peppers & Onions Pasta Sauce",3107
"dry goods pasta","Cabernet Marinara w/ Herbs Pasta Sauce",3106
"dry goods pasta",Lasagna,3103
"dry goods pasta","Gluten-Free Brown Rice Pasta",3094
"dry goods pasta","Chicken Rice Pilaf Mix",3082
"dry goods pasta","Garlic Alfredo Sauce",3074
"dry goods pasta","Scalloped Potatoes",3063
"dry goods pasta","4 Cheese Sauce",3051
"dry goods pasta","Egg Noodles, Extra Wide",3037
"dry goods pasta","Spinaci e Ricotta Ravioli",3034
"dry goods pasta","Minions Macaroni & Cheese Dinner",3024
"dry goods pasta","34% Less Fat than Our Regular Pesto. Reduced Fat Pesto sauce with Basil",3019
"dry goods pasta","Thai Jasmine Rice",3008
"dry goods pasta","Roasted Chicken & Garlic Rice Pilaf Mix",2988
"dry goods pasta","Herb & Butter Rice Mix",2985
"dry goods pasta","Boil In Bag Rice",2980
"dry goods pasta","Organic White Cheddar Shells & Cheese",2979
"dry goods pasta","Organic 100% Durum Semolina Fusilli",2969
"dry goods pasta","Brown Rice with Rice Bran Fusilli Pasta",2968
"dry goods pasta","Spanish Rice",2958
"dry goods pasta","Long Grain & Wild Rice",2941
