Department,Product,amountBought
beverages,"Sparkling Probiotic Drink Mango Coconut",14223
beverages,"vitaminwaterÂ® XXX Acai Blueberry Pomegranate",14218
beverages,"No Pulp Orange Juice",14197
beverages,"Trilogy Kombucha",14188
beverages,"With Raspberry Lemonade",14178
beverages,"High Pulp Orange Juice",14131
beverages,"Diet Tonic Water",14109
beverages,"Sparkling Probiotic Drink Strawberry Acai Coconut",14100
beverages,"Diet Coke Soda",14087
beverages,"G2 Grape Sports Drink",14079
beverages,"Diet Peach Tea",14059
beverages,"Purified Drinking Water",14019
beverages,"Direct Trade Organic El Gallo Breakfast Blend Whole Bean Coffee",14002
beverages,"Organic Aged Earl Grey Tea",13935
beverages,"Honey Lavender Stress Relief Tea",13883
beverages,"Trop50 No Pulp Orange Juice",13879
beverages,"Unsweetened Iced Tea",13840
beverages,"French Roast Whole Bean Coffee",13837
beverages,Coke,13832
beverages,"Limonata Sparkling Lemon Beverage",13821
beverages,"Jacob's Wonderbar Dark Roast",13804
beverages,"Cold Brew Coffee Nitro Can",13755
beverages,"Unsweetened Ice Tea",13752
beverages,"Black Raspberry Sparkling Water Drink",13723
beverages,"Pure Green Tea",13669
beverages,"Organic Purely Peppermint Tea Bags 16 Count",13652
beverages,"Pyramid Black Tea Bags",13644
beverages,"Coke Zero Diet Soda",13619
beverages,"Original Cold Brew  Coffee With Milk",13572
beverages,"Organic Cold-Pressed Orange Juice",13570
beverages,"Organic Grapefruit Ginger Sparkling Yerba Mate",13475
beverages,"Grape Chia Kombucha",13431
beverages,"Organic Hot Cocoa Mix",13415
beverages,"Green Supreme Apple, Kale & Lemon Cold Pressured Fruit & Vegetable Juice",13410
beverages,"Vanilla Coffee Concentrate",13327
beverages,"PlusShot Blueberry Acai Probiotic Juice Drink",13311
beverages,"Organic Sparkling Cider",13273
beverages,"Kombucha, Organic Raw, Lavender No. 3",13273
beverages,"Organic Peppermint Tea",13235
beverages,"Lemon-Lime Soda",13114
beverages,"Organic Orange Juice with Pulp",13065
beverages,"Power-C Dragonfruit Vitamin Water Drink",12956
beverages,"Natural Lemon Flavor Sparkling Mineral Water",12935
beverages,"Red Machine Juice Smoothie",12896
beverages,"Medium Roast Ground Coffee",12878
beverages,"Arugula, Kale, Apple, Romaine, Celery, Cucumber, Lemon, Ginger Cold Pressed Juice",12727
beverages,"Original Lemonade",12678
beverages,"Organic Raw Pomegranate Kombucha",12665
beverages,"Organic Sweet Greens and Ginger Juice Blend",12589
beverages,"Organic Rooibos Tea",12581
beverages,"Premium Calcium & Vitamin D No Pulp Orange Juice",12555
beverages,"Mocha Frappucino Chilled Coffee Drink",12483
beverages,"Clementina Sparkling Beverage",12478
beverages,"Original 100% Pure No Pulp Orange Juice",12459
beverages,"House Blend Whole Bean Coffee",12410
beverages,"Black Cherry, Naturally Flavored Zero Calorie Soda, Caffeine Free",12382
beverages,"Some Pulp Orange Juice",12355
beverages,"Cayenne Cleanse Probiotic Tea",12351
beverages,"Fruit Punch Juice Drink",12324
beverages,"Enlighten Mint Organic",12262
beverages,"Lemon Sparkling Mountain Spring Water",12245
beverages,"Organic Grapefruit Juice",12194
beverages,"100% Pure Organic Apple Juice",12189
beverages,"Unsweetened Pomegranate Essence Water",12171
beverages,"Green Dragon with Passion Fruit Tea",12166
beverages,"Strawberry Lemonade",12115
beverages,"Organic Throat Coat Herbal Tea",12078
beverages,"Black Forest Berry Caffeine-Free Tea",12077
beverages,"Comforting Chamomile Tea",12076
beverages,"Pike Place Roast Medium Keurig Brewed K-Cups",11984
beverages,"Lemon Love Juice Drink",11973
beverages,"Dr. Zevia Zero Calorie Soda",11969
beverages,"G Series Perform Lemon Lime Sports Drink",11946
beverages,"Freeze Dried Instant Coffee",11903
beverages,"Orange Mango Sparkling Water",11812
beverages,"Ground Espresso Coffee Medium Roast",11760
beverages,"Zero Calorie Grape Soda",11712
beverages,"Millennium Organic Cherry Chia Synergy Kombucha",11709
beverages,"Orange Sports Drink",11611
beverages,"Pacific Cooler Juice Drink",11555
beverages,"Tropical Tango Punch Organic Juice Drink",11523
beverages,Orange,11464
beverages,"15 Calories Light Lemonade",11460
beverages,"Ginger Ale Jamaican Style",11445
beverages,"Organic Spring Jasmine Green Tea",11429
beverages,"Organics Big Bird's Apple 100% Juice",11424
beverages,"Original Seltzer Water",11412
beverages,"Protein Zone Protein Juice Smoothie",11398
beverages,"Ground Coffee Dark Roast",11372
beverages,"Water, Unsweet, Crisp Apple",11335
beverages,"Pink Grapefruit",11324
beverages,"Lemon Master Cleanse Fruit Juice Drink",11253
beverages,"Strawberry Banana Flavored 4 Juice Smoothie Blend",11226
beverages,"Strawberry Protein Shake",11220
beverages,"Unsweetened Elegant Jasmine Green Tea",11216
beverages,"Rooibos Chai Herbal Tea Bags",11191
beverages,"Organic Variety Pack",11153
beverages,"100% Juice Apple Juice",11150
beverages,"100% Orange Juice",11129
beverages,"Coconut Water Organic",10933
beverages,"Organic Mocha Coffee Concentrate",10920
beverages,"Synergy Raspberry Chia Kombucha",10882
beverages,"Unsweetened Pure & Smooth  Green Tea",10880
beverages,"Salted Caramel Iced Coffee With Almond Milk",10849
beverages,"Pomegranate Juice",10770
beverages,"Pomegranate Italian Soda",10758
beverages,"DeTox Caffeine Free Organic Herbal Tea Bags",10743
beverages,"Kombucha  Bilberry No. 9",10725
beverages,"Family Organic Apple Juice Boxes - 4 CT",10711
beverages,"Organic Gravenstein Apple Juice",10699
beverages,"Mango Grapefruit Water",10688
beverages,"Fruit Punch",10661
beverages,"Kombucha Gingerade",10642
beverages,"Direct Trade Black Cat Classic Espresso Roast Whole Bean Coffee",10625
beverages,"Cold-Pressed Organic Apple",10617
beverages,"Organic Strawberry Lemonade Fruit Juice Drink",10595
beverages,"Black Berry Hibiscus Beverage",10566
beverages,"Organic Mother's Milk Herbal Tea",10506
beverages,"Organic Breakfast Blend Whole Bean Coffee",10481
beverages,"Super Green Juice Blend Smoothie",10472
beverages,"Watermelon Lemonade",10472
beverages,"Artesian Sparkling Water",10377
beverages,"Kava Stress Relief Tea",10345
beverages,"Master Brew Kombucha, Pineapple Peach",10253
beverages,"All Natural Berry Blast 100% Juice Smoothie",10241
beverages,"Veranda Blend Blonde Keurig Cups",10219
beverages,"Classic Lemonade",10207
beverages,"Just Cranberry Unsweetened Juice",10193
beverages,"Caffeine Free Diet Cola All Natural Soda",10179
beverages,"Glacier Freeze",10148
beverages,"Medium Roast Whole Bean Coffee",10127
beverages,"Energy Tropical Citrus Vitamin Water Drink",10119
beverages,"Premium Ginger Ale",10082
beverages,"100% Carrot Juice",10049
beverages,"French Roast, Dark Roast K-Cups",10039
beverages,"Concentrated Cold Brew Coffee",9942
beverages,"Organic Chai Tea Latte Concentrate",9922
beverages,"Cold-Pressed Sweet Greens & Lemon Juice",9880
beverages,"Organic Gunpowder Green Tea",9879
beverages,"Cran-Apple Juice Drink",9859
beverages,"Grapefruit Sparkling Energy Water",9850
beverages,"Master Brew Kombucha, Tart Cherry",9830
beverages,"Premium Ginger Beer",9804
beverages,"Organic Half Tea & Half Lemonade",9712
beverages,"Organic Ginger Herbal Tea",9707
beverages,"Mango Probiotic Juice Drink",9671
beverages,"Organic Fresh Pressed Pure Lemon Juice",9660
beverages,"Milk Chocolate Hot Cocoa Mix",9626
beverages,"Lemon Echinacea Organic Throat Coat Tea",9614
beverages,"Glacier Freeze Frost",9604
beverages,"Espresso Ground Coffee",9592
beverages,"Wild Sweet Orange Herbal Tea",9581
beverages,"Blueberry Lemonade",9524
beverages,"Sooo Good Light Roast Coffee",9523
beverages,"Pure Leaf Unsweetened Real Brewed Tea",9503
beverages,"Blueberry B Fruit Smoothie",9452
beverages,"Slim Can Lime Sparkling Natural Mineral Water",9448
beverages,"Intense & Smoky French Roast Dark Roast Ground Coffee",9418
beverages,"Natural Alpine Spring Water",9417
beverages,"Honey Vanilla Chamomile Caffeine-Free Herbal Tea",9409
beverages,"Smooth & Balanced Pike Place Medium Roast Ground Coffee",9400
beverages,"Strawberry C Monster Smoothie",9337
beverages,"Ambrosia, Medium Roast",9336
beverages,"S. Pellegrino Sparkling Natural Mineral Water",9332
beverages,"Original 100% Vegetable Juice",9298
beverages,"Honest T Mango White Tea",9296
beverages,"Water, Unsweet, Blood Orange",9296
beverages,"Cocoa Noir Cold Brew Coffee With Almondmilk",9263
beverages,"Power C Machine All Natural Fruit + Boost Juice Smoothie",9261
beverages,"Almondmilk, Pure, Chocolate Protein",9261
beverages,"Sesame Street Big Bird's 100% Apple Juice",9227
beverages,"Chamomile Citrus Caffeine Free Herbal Tea Artisan Whole Leaf Pouches",9174
beverages,"Raspberry Filmjolk Non-Fat Drinkable Yogurt",9157
beverages,"Caffeine Free Coke Zero",9138
beverages,Sugarfree,9134
beverages,"Orange with Mango Juice",9125
beverages,"Organic Turmeric Ginger Tonic",9093
beverages,"Maca Berry Probiotic Super Tea",9045
beverages,"Tropical Green Tea Bags",8989
beverages,"Cranberry Pomegranate Sparkling Yerba Mate",8975
beverages,"Raspberry Lime Sparkling Seltzer Water",8918
beverages,"Club Soda Lower Sodium",8908
beverages,"Zero Calorie Cherry Cola",8868
beverages,"Yerba Mate Sparkling Classic Gold",8861
beverages,"Sweet Tea W/Real Sugar Iced Tea",8848
beverages,"De Mexico",8842
beverages,"Organic Hibiscus Berry Sparkling Probiotic Drink",8837
beverages,"Pineapple Strawberry Naturally Essenced Sparkling Water",8805
beverages,"Wild Cherry Cola",8800
beverages,"Organic Earl Grey Black Tea Bags 15 Count",8775
beverages,"Master Brew Kombucha Ginger",8750
beverages,"Sparkling Probiotic Drink Blueberry Cherry",8734
beverages,"Unsweetened Terere Yerba Mate",8732
beverages,"Orange Peach Mango",8709
beverages,"Organic Tomato Juice No Sugar Added",8709
beverages,"Raspberry Tea",8690
beverages,"Zero Calorie Lemon Lime Twist Soda",8676
beverages,"Earl Grey  Black Tea Blend",8673
beverages,"Very Berry Flavor Sparking Mineral Water",8656
beverages,"Watercress Greens Juice",8645
beverages,"Organic Fresh Pressed Pure Cranberry Juice",8609
beverages,"Sleepytime Herbal Tea",8600
beverages,"English Breakfast Tea Bags",8593
beverages,"Sumatra Dark Roast K-Cups",8549
beverages,"Vitaminwater Revive Fruit Punch",8539
beverages,"Chamomile Herbal Tea",8509
beverages,"Variety Diet Tea",8504
beverages,"Classic Roast Medium Ground Coffee",8499
beverages,"Organic Orange Mango Juice",8487
beverages,"Diet Orange Diet CSD",8460
beverages,"Organic Teas Black Tea Organic English Breakfast Tea Bags - 16 CT",8444
beverages,"Sparkling Probiotic Drink Coconut",8325
beverages,"Grape 100% Juice",8283
beverages,"Lavender Lemonade",8245
beverages,"100% Florida Orange Juice",8242
beverages,"Apple Cider",8197
beverages,"Sun Blossom Probiotic Kombucha",8151
beverages,"Diet Caffeine Free Naturally Flavored Lemon Lime Soda",8104
beverages,"Revel Berry Yerba Mate",8094
beverages,"Coconut Water, Real, with Pulp",8087
beverages,"Blend Blueboon Coffee",8085
beverages,"Kale Blazer Juice",8082
beverages,"Cran-Grape Juice",8079
beverages,"Zero Calorie Orange Soda",8048
beverages,"Organic Carrot Juice",8033
beverages,"Mandarin Orange Sparkling Natural Spring Water",8022
beverages,"Coffee Cold-Brew Espresso",8003
beverages,"Green Machine",7993
beverages,"Smooth Greens & Kale Vegetable and Fruit Juice Blend",7961
beverages,"French Roast Organic Whole Bean Coffee",7944
beverages,"Organic Unsweetened Black Tea",7944
beverages,"Instant Espresso Coffee",7938
beverages,"Probiotics Tropical Green Juice Drink",7910
beverages,"Protein Zone Double Berry Juice Smoothie",7908
beverages,"100% Juice, Apple",7901
beverages,"Raspberry Lime Seltzer",7890
beverages,"Pure & Smooth Green Tea",7860
beverages,"Essential Greens with Lime Vegetable and Fruit Juice Blend",7847
beverages,"Tea, Echinacea Immune Support",7844
beverages,"Black And White Cold Brew Coffee With Almondmilk",7839
beverages,"Diet Cranberry Fruit Juice",7834
beverages,"Organic Just Tart Cherry Juice",7821
beverages,"Premium English Breakfast Black Tea Bags",7773
beverages,"Sparkling Apple Cider",7731
beverages,"NiCola Sparkling Water",7723
beverages,"Black Tea Variety Pack",7719
beverages,"House Blend Medium Keurig Brewed K-Cups Ground Coffee",7719
beverages,"Toasted Rice Green Tea Bags",7710
beverages,"Sparkling Kiwi Strawberry Soda",7706
beverages,"Synergy Organic & Raw Green Chia Kombucha",7642
beverages,"Green Tea Peach",7639
beverages,"Light Pink Lemonade",7632
beverages,"Doubleshot Espresso & Cream Premium Coffee Drink",7614
beverages,"Chai Rooibos Herbal Tea Bags",7591
beverages,"Arnold Palmer Lite Half Iced Tea & Half Lemonade",7576
beverages,"Organic Apple Cider Vinegar Ginger Spice All Natural Drink",7553
beverages,"Super Fruit Punch Organic Juice Drink",7544
beverages,"Antioxidant Infusions Brasilia Blueberry",7524
beverages,"Zero Calorie Lemon Lime Soda",7505
beverages,"VitaminwaterÂ® Focus Kiwi-Strawberry",7457
beverages,"Homestyle Some Pulp 100% Florida Orange Juice",7445
beverages,"#2 Coffee Filters",7420
beverages,"Espresso Dark Roast Ground Coffee",7406
beverages,"Mixed Berry Sports Drink",7385
beverages,"Naturally Alkaline Spring Water",7382
beverages,"Classics Earl Grey Tea",7359
beverages,"Classic coke",7347
beverages,"Grapefruit Citrus Soda",7332
beverages,"100% Mango Juice",7310
beverages,"Wild Berry Sparkling Energy Water",7307
beverages,"Tropical Punch",7298
beverages,"Sparkling Peach Nectarine Soda",7262
beverages,"Compostable Basket Coffee Filters",7226
beverages,"Fruit Tea Sampler Herbal Tea",7216
beverages,"Naturally Light Indian Tonic Water",7208
beverages,"Twelve Essentials Fruit and Vegetable Juice",7204
beverages,"Exposed Pulp and Juice Original Aloe Vera + Honey",7188
beverages,"Organic Spicy Ginger Herbal Tea",7188
beverages,"Master Brew Kombucha Lavender Melon",7180
beverages,"Iced Coffee Lightly Sweet",7175
beverages,"Organic Power Greens",7121
beverages,"Caffe Espresso Ground Coffee",7113
beverages,"Green Tea",7102
beverages,"Direct Trade El Diablo Dark Roast Whole Bean Coffee",7092
beverages,"Lemon Sparkling Natural Spring Water",7086
beverages,"G Series Blueberry Pomegranate",7054
beverages,"Unsweetened Honeydew Essence Water",7051
beverages,"Root Beer Soda",7037
beverages,"Organic Ginger Limeade Fruit Juice Drink",7035
beverages,"Brass Tacks Blend Whole Bean Coffee",7028
beverages,"100% Apple Juice, Original",7017
beverages,"Lime Diet Coke",6994
beverages,"With Pineapple Pulp Free Orange Juice",6980
beverages,"Pineapple Orange 100% Juice",6969
beverages,"Cold Brew Coffee With Milk Chocolate",6959
beverages,"Organic Raspberry Passion Chia Beverage",6949
beverages,"Peppermint Caffeine Free Herbal Tea Bags",6929
beverages,"Original Unfiltered Ginger Ale",6925
beverages,"Cranberry Juice",6904
beverages,"Squeezed Lemonade",6903
beverages,"Diet Cherry Coke",6887
beverages,"Chai Classic Latte Black Tea Concentrate",6817
beverages,"Organic Fresh Pressed Pure Carrot 100% Juice",6811
beverages,"Black Chai Decaf  Tea Bags",6774
beverages,"Glow Vegetable & Fruit Juice",6768
beverages,"Cherry Coke Soda",6759
beverages,"Unsweet Pineapple Water",6739
beverages,"Coconut Pineapple Sparkling Water",6724
beverages,"Very Berry Flavor Sparkling Mineral Water",6717
