Department,Product,amountBought
household,"8 1/2 Inch Plates - 95 CT",8757
household,"Antibacterial Kitchen All Purpose Spray Cleaner, Lemon Fresh",8499
household,"EntrÃ©e Containers & Lids",8481
household,"Pink Grapefruit All-Purpose Natural Surface Cleaner",8467
household,"Ultra Soft Mega Rolls  Bathroom Tissue",8466
household,"Concentrated Bleach, Regular",8464
household,"Zipper Sandwich Bags",8418
household,"Multi Surface Vinegar Cleaner",8210
household,"Triple-Acting Laundry Stain Remover",8206
household,"Original Scent HE Laundry Detergent",8190
household,"Laundry Detergent, HE, 2X Ultra, with Fabric Softener, Lavender",8161
household,"Choose-A-Size White Paper Towels 8 Giant Rolls",7958
household,"Extra Soft Double Roll Bathroom Tissue",7944
household,"Versatile Stain Remover",7879
household,"Freshmates Double Pack Adult Flushable Wipes",7824
household,"Magic Eraser Extra Power",7802
household,"Dishmate Ultra Grapefruit Dishwashing Liquid",7721
household,"Complete Clean Power Toilet Bowl Cleaner",7719
household,"Lemon Clean Furniture Spray",7695
household,"Assorted Compostable Flatware",7612
household,"Laundry Stain Remover Spray",7603
household,"Double Zipper Gallon Freezer Bags",7540
household,"Everyday  Facial Tissues",7516
household,"Dozen Roses",7437
household,"Everyday Plates 8.5 in",7426
household,"Versatile Stain Remover 65 Loads",7419
household,"Action Pacs, Fresh Scent with Dawn",7412
household,"Fresh Scent Dishwasher Detergent",7380
household,"Hand Towels",7363
household,"Perfectouch Grab N Go Cups With Lids",7293
household,"Ultra Comfort Care Clean Ripple Bath Tissue",7254
household,"Giant Roll Paper Towels",7190
household,"Multipurpose Sealing Wrap 70 Sq. Ft.",7119
household,"Dishwasher Detergent",7116
household,All-In-1,7063
household,"Ultra Strong Mega Bathroom Tissue Rolls",7037
household,"Lavender Dryer Sheets",7014
household,"Slider Gallon Freezer Bag",6962
household,"White Big Roll",6953
household,"Ultra Strong Unscented 2-Ply Bathroom Tissue",6951
household,"Plates, Ultra, 10-1/16 Inch",6949
household,"Lemon Mint Dish Soap",6898
household,"Unbleached Recycled Paper Towel Rolls",6853
household,"Select-A-Size Paper Towels, White",6824
household,"All Occasion Classic White Paper Plates",6818
household,"Mrs Meyers Dish Soap Rosemary",6786
household,"Medium Household Gloves",6751
household,"CASCAD ACTION PACS REG 60CT",6745
household,"Heavy Duty Scrub Sponge",6701
household,"Original Ultra Concentrated Ultra Concentrated",6700
household,"Quick Tie Tall Kitchen Bags",6678
household,"Ultra Dawn Ultra Dishwashing Liquid Antibacterial Orange 21.6 Oz Dish Care",6661
household,"Fabric Softener Dryer Sheet Outdoor Fresh 160CT Fabric Enhancers",6586
household,"Clean Care Big Roll Toilet Paper",6569
household,"Select-a-Size Rolls Paper Towels Tissue",6545
household,"Red Plastic Cups",6518
household,"White Paper Towels, Regular Roll",6457
household,"Dinner Plates",6443
household,"Stage 1 Newborn Hypoallergenic Liquid Detergent",6371
household,"Cottonelle Fresh Care Flushable Cleansing Cloths",6347
household,"Tall Kitchen Bag With Febreze Odor Shield",6332
household,"Free & Clear Natural Dish Liquid",6331
household,"Lemon Verbena Laundry Detergent",6296
household,"Thirsty Ultra Big Roll towel White Vsa",6284
household,"Ultra  April Fresh Scent Liquid Fabric Softener",6281
household,"Murphy Oil Soap Liquid Wood Cleaner",6253
household,"Paper Towels Pick-A-Size",6237
household,"Complete Clean Power Toilet Bowl Cleaner Value Pack",6102
household,"Disinfecting Bathroom Cleaner - Lemongrass Citrus",6049
household,"Ultra Strong Bathroom Tissue",6035
household,"Original Liquid Laundry Detergent",6030
household,"Abrasive Cleanser With Bleach",5974
household,"With Bleach Cleanser",5923
household,"Fresh Scent Dishwasher Detergent with Dawn",5921
household,"Vantage Choose-A-Size Regular Roll Towels",5844
household,"Free & Gentle Fabric Softener Dryer Sheets",5808
household,"13 Gallon Drawstring Tall Kitchen Bags",5801
household,"Certified Compostable Food Waste Bags 3 Gallon",5791
household,"Fresh Scent Laundry Detergent",5779
household,"Magic Eraser Cleaning Sponge 2ct. Surface Care",5686
household,"Lemon & Lime Blossom Scent Disinfecting Wipes",5676
household,"With Stainlifters Free Clear 94 Loads Laundry Detergent",5589
household,"Max Force Laundry Stain Remover",5560
household,"Drain Cleaner, Fresh Citrus & Sage Fragrance",5536
household,"French Lavender All-Purpose Natural Surface Cleaner",5500
household,"Ultra Power Plus Dishwashing Detergent el, Fresh Scent",5478
household,"Reclosable Sandwich Bags",5473
household,"Heavy Duty 18"" Aluminium Foil",5459
household,"Original Scent Extra Strength Fabric Refresher Spray",5414
household,"HE Liquid Laundry Detergent, Original scent",5406
household,"Wood for Good Almond Scented Polish",5399
household,"Round Toothpicks",5398
household,"Crystal Rain Trigger Glass Cleaner",5342
household,"Fabric Softener Sheets",5331
household,"Multi Surface Antibacterial",5308
household,"13 Gallon Tall Kitchen Drawstring Bags",5304
household,"Ultra Free & Clear Dishwashing Liquid",5281
household,"Fruit & Vegetable Wash",5279
household,"FreshCare Flushable Cleansing Cloths Refill",5253
household,"Cut Crystal Plastic Cups",5231
household,"Bathroom Tissue",5231
household,"Fabric Softener Sheets, Outdoor Fresh scent",5206
household,"Bath Tissue",5166
household,"Original Magic Eraser",5146
household,"Ultra DownyÂ® Clean Breezeâ„¢ Liquid Fabric Conditioner 51 Fl oz. 60 loads Fabric Enhancers",5133
household,"Natural Stain Remover",5107
household,"Hardwood Floor Cleaner",5100
household,"Garbage Bags Small - 30 CT",5057
household,"Ultra Downy Free & Gentle Liquid Fabric Conditioner 51 FL oz. Fabric Enhancers",5040
household,"Smarty Dish Pink Grapefruit Dishwasher Detergent Tabs",5029
household,"Clean Day Honeysuckle Scent Multi-Surface Cleaner",5028
household,"Premium Plastic Wrap",5004
household,"White Multifold Towels",5002
household,"White Select-A-Size Paper Towels",4986
household,"Facial Tissue Family Size",4919
household,"Mini Round Containers + Lids",4912
household,"Classic Scent Liquid Dish Soap",4890
household,"Scented Soy Lavender Candle",4881
household,"Unscented Liquid Laundry Detergent",4862
household,"Original Detergent",4860
household,"Original Dish Liquid",4824
household,"Mega Pack Everyday Plates",4810
household,"Original Pre-Moistened Wipes",4768
household,"30 Gallon Large Trash Bags",4727
household,"Air Effects Linen & Sky Air Refresher",4706
household,"Fabric Softener Dryer Sheet Outdoor Fresh 240CT Fabric Enhancers",4703
household,"Tall Entree Containers & Lids Containers, Tight Seal, Large Squares",4699
household,"Medium Square Containers & Lids",4656
household,"Mighty Absorbent Paper Towels",4647
household,"Toilet Paper Double Rolls - 24 CT",4644
household,"Freshmates Charmin Freshmatesâ„¢",4606
household,"Dishmate Lavender DIsh Liquid",4571
household,"Large Deep Dish Containers + Lids",4565
household,"Sweeper Wet Mopping Pad Refills Open Window Fresh Scent Surface Care",4522
household,"Facial Tissues Boxes",4514
household,"Total All Purpose Grease Cutting Lemon Cleanser",4509
household,"Sweeper Dry Sweeping Refills",4490
household,"Original HE Liquid Laundry Detergent",4483
household,"Slow Cooker Liners",4479
household,"Scrubbing Bubbles Heavy Duty All Purpose Cleaner",4462
household,"Daily Shower Cleaner Ylang Ylang",4452
household,"Double Zipper Freezer Bags",4452
household,"Dish Liquid/Hand Soap, Triple Action, Orange",4441
household,"Bathroom Bleach Foamer",4440
household,"Handy Size Sponges",4433
household,"Vantage Choose-A-Sheet Paper Towels",4425
household,"Toilet Bowl Cleaner - Emerald Cypress and Fir",4419
household,"Disinfecting Toilet Wand Refills",4417
household,"Clean Care 1-Ply Double Rolls Toilet Paper",4412
household,"Dinner Classic White 10.375"" Dinner Plate",4411
household,"3 Ply White Tissues Go Packs",4405
household,"Dishwasher Detergent, Fresh Scent",4393
household,"Delicate Care Scrub Sponges - 3 CT",4367
household,"Ultra Strong Charmin Ultra Strong Toilet Paper",4363
household,"Geranium Scented Multi-Surface Everyday Spray Cleaner",4362
household,"Premium Size Your Own White Paper Towels - 3 CT",4320
household,"Plus A Touch of Downy April Fresh Liquid Laundry Detergent",4318
household,"Darks Liquid Laundry Detergent",4313
household,"Complete with Dawn Citrus Breeze Scent Gel Dishwasher Detergent",4289
household,"Air Effects Linen & Sky Scent Air Freshener Spray",4234
household,"Pods Spring Meadow Scent Laundry Detergent Pacs",4185
household,"Lavender Harvest Aromatherapy Mist",4172
household,"All in 1 Powerball Fresh Scent Automatic Dishwasher Detergent",4170
household,"Fresh Care* Flushable Cleansing Cloths Refill",4151
household,"Everyday Facial Tissue",4132
household,"Disinfecting Bathroom Bleach-Free Cleaner",4107
household,"Paper Napkins",4093
household,"XL Pick-A-Size Paper Towel Rolls",4074
household,"Cut-Rite Wax Paper",4040
household,"Pine Fresh Natural Toilet Cleaner",4016
household,"Foaming Bleach Bathroom Cleaner",4008
household,"Plus OxiClean Stain Fighters Fresh Scent Liquid Laundry Detergent",4007
household,"Premium White Unscented Bathroom Tissue - 12 CT",4000
household,"Odorshield 13 Gallon Tall Kitchen Trash Bag With Febreze Freshness",3994
household,"Smart Sandwich",3987
household,"Expressions Facial Tissue",3985
household,"Clean Care Toilet Paper, Double Rolls, 1 Ply",3973
household,"Packaging Tape High Performance",3963
household,"Zero Non-Chlorine Bleach",3911
household,"Ultra Power Plus Laundry Detergent 54 loads",3902
household,"Heavy Duty 12"" Aluminium Foil",3889
household,Napkins,3831
household,"Ultra Comfort Care Mega Roll Toilet Paper",3828
household,"Cleanser with Bleach",3820
household,"Multi-Surface Cleaner",3805
household,"Unscented 2-Ply Double Roll Bathroom Tissue",3797
household,"HE Original Liquid Laundry Detergent",3792
household,"Disinfecting Wipes - 3x35ct - Variety Scent",3791
household,"ECOS Dishmate Free & Clear Dish Liquid",3782
household,"Bluebell Dish Soap",3773
household,"Antibac Bamboo All Purpose Cleaner",3761
household,"Free & Clean Unscented Hand Soap",3756
household,"Facial Tissues",3748
household,"White Regular Paper Towel Rolls",3736
household,"Coppertop AA Alkaline Batteries",3728
household,"Glass Cleaner Spray",3697
household,"Eucalyptus Essential Oil",3689
household,"6 Inch Dessert Plates",3682
household,"Toilet Bowl Cleaner Clinging Bleach Gel",3675
household,"Complete Powder",3660
household,"Powerball Quantum Max Shine & Protect Automatic Dishwasher Detergent",3654
household,"Free & Clear Dishwasher Rinse Aid",3653
household,"Clean Burst Liquid Laundry Detergent",3651
household,"Heavy Duty Paper Plates",3646
household,"Stainless Steel Cleaner and Polish",3626
household,"Plates 10 1/16 inch 26 Ct",3616
household,"Fabric Softener Sheets, Blue Eucalyptus & Lavender scent",3610
household,"Platinum Erasing Dish Foam Fresh Rapids Scent",3595
household,"Apple Cinnamon Scented Candles",3594
household,"WetJet Open Window Fresh Scent Liquid Cleaner Refill",3549
household,"Wastebasket Liners",3542
household,"Dryer Sheet Free & Gentle Fabric Softener",3542
household,"Ultra Strong",3537
household,"Multi-Surface Cleaner Lemon Fresh",3533
household,"Dishwasher Detergent Liquid Lemon Scent",3531
household,"Ultra Soft Bath Tissue",3509
household,"Fresh Citrus Liquid Laundry Detergent",3497
household,"Squared Cups",3488
household,"White Rosemary Scent Natural Surface Cleaner",3476
household,"Odorshield Tall Kitchen Drawstring Fresh Clean Trash Bags",3468
household,"Solid Air Freshener Pure Linen",3462
household,"Multi Surface GladeÂ® Rainshower Scent Everyday Cleaner",3459
household,"Choose-A-Sheet White Paper Towels",3454
household,"Multi-Surface Concentrate Lemon Verbena",3433
household,"Natural Fabric Softener Sheets, Free & Clear",3428
household,"Fire Log",3418
household,"Dusters Dusting Kit (1 Handle + 5 Unscented Refills)",3416
household,"100% Pure Lavender Oil",3409
household,"Big Roll White Paper Towels",3406
household,"Bathroom Cleaner Island Breeze Scent",3400
household,"Small Garbage Bags Twist Tie 4 Gallon",3391
household,"Finding Dory Select-A-Size Paper Towel",3387
household,"First Quality Bamboo Round Tooth Picks",3384
household,"Natural Detergent 2X Ultra With Coconut Oil Based Fabric Softener Cleaner",3371
household,"Sea Minerals Dish Soap",3366
household,"Ultra Original Scent Dishwashing Liquid 38 Fl Oz Dish Care",3365
household,"White Regular Rolls, 2-Ply Paper Towels",3362
household,"Clean Linen Air Freshener",3357
household,"Fresh Air High Efficiency Laundry Detergent",3353
household,"Kitchen Bags",3326
household,"Extra Strong 30 Gallon Large Trash Bags",3313
household,"Facial Tissue Cube",3271
household,"Tissue with Lotion Aloe & E",3271
household,"Fabric Softener Dryer Sheet Free & Gentle Fabric Enhancers",3263
household,"Cinnamon Chex Cereal",3259
household,"1000 Sheets Unscented Bathroom Tissue",3249
household,"Apple Orchard Scented Daily Granite Polish",3248
household,"Bath Cups - 200 CT",3247
household,"Clean Day Baby Blossom Laundry Detergent",3230
household,"Classic Lighters",3225
household,"Bamboo Skewers",3212
household,"Sweeper Dry Sweeping Cloth Refills",3198
household,"Crisp Linen Disinfectant Spray",3198
household,"2X Free & Clear Liquid Detergent",3197
household,"Borax All Natural Detergent Booster & Multi-Purpose Household Cleaner",3194
household,"Simply Floored! Natural Floor Cleaner",3194
household,"Stainlifters Small & Mighty Super Concentrated Liquid Laundry Detergent",3175
household,"Tall Kitchen Bags, Drawstring, Lavender, 13 Gal, Mega Pack",3172
household,"Spring Meadow Scent Pods",3163
household,"Summer Citrus Scent Antibacterial Multi-Purpose Cleaner",3153
household,"Daily Shower Cleaner",3138
household,"Unscented One-Ply Bathroom Tissues",3118
household,"Chlorine Free Versatile Stain Remover",3112
household,"Tall Kitchen Drawstring Trash Bags with Reinforcing Bands",3097
household,"Spring & Renewal Air Effects Air Refresher",3083
household,"Blue Sparkle Fabric Softener Dryer Sheets",3079
household,"Bathroom Tissue, Unscented, Regular Rolls, 2-Ply",3056
household,"Power & Free Toilet Bowl Cleaner with Hydrogen Peroxide",3045
household,"Natural Free & Clear 42 Loads Liquid Fabric Softener",3039
household,"Hand Renewal with OlayÂ® Pomegranate Splashâ„¢ Dishwashing Liquid",3034
household,"2X Concentrated Clean Burst Laundry Detergent",3033
household,"Ultra Soft & Strong Double Roll Toilet Paper",3017
household,"2-Ply White Tissues",3007
household,"Party Flexible Straws",3004
household,"Viva Big Roll White Paper Towels",2998
household,"Non Scratch Scrub Sponge",2995
household,"After The Rain Gel Air Freshener",2992
household,"Clear Plastic Wrap",2992
household,"Paper Towels with Thirst Pockets",2975
household,"Freezer Slider Bags",2968
household,"Ultra Built Strong Plates - 22 CT",2954
household,"Lavender Scent Multi-Surface Cleaner Concentrate",2953
household,"Large Trash Bags 30 Gallon",2942
household,"Original 120 count Fabric Enhancers Dryer Sheets",2932
household,"Sandwich Resealable Bags",2931
household,"Large Household Gloves",2917
household,"Paper Towels White w/ Thirst Pockets",2916
household,"Wrap Aluminum Foil Heavy Duty",2915
household,"Dishmate Dish Liquid Almond",2912
household,"Bathroom Cleaner with Lemon Scent",2906
household,"Everyday Facial Tissues",2902
household,"Veggie Wash",2900
household,"Mint Glass & Surface Natural Cleaner",2895
household,"High-Traffic Foam Large Area Carpet Cleaner",2894
household,"Twist n Loc Small Round Containers + Lids",2891
household,"Ultra Liquid Laundry Detergent, Free & Clear",2886
household,"Unscented Disposable Dusters Refills",2882
household,"Stay Clean Scrub Sponges - 3 CT",2882
household,"Dishmate Ultra Pear Natural Dish Liquid",2881
household,"Large Rectangle Containers",2880
household,"Classic White Lunch Plate",2878
household,"Free & Gentle Liquid Laundry Detergent",2876
household,"Dish Soap Lime Zest",2875
household,"Triple-Acting Stain Remover Liquid Refill Pre-Spotter",2866
household,"Morning Fresh Fabric Softener",2845
household,"Lavender Multi-Purpose Cleaner",2828
household,"Pad Refills",2822
household,"Extra Soft Bathroom Tissue",2814
household,"Heavy Duty Plastic Spoons",2814
household,"Geranium Scent Laundry Detergent",2808
household,"Scrubby Sponges",2798
household,"Disinfectant Cleanser, with Bleach",2772
household,"Clean Linen Jar Candle",2731
household,"Party Cutlery Full Size Forks",2728
household,"Complete ActionPacs Lemon Burst Dishwasher Detergent",2723
household,"CopperTop AAA Alkaline",2721
household,"Blue Eucalyptus and Lavender Natural Liquid Laundry Detergent",2719
household,Bleach,2716
household,"Green Clary Sage & Citrus All-Purpose Cleaner",2705
household,"Dobie Cleaning Pad",2702
household,"Medium Soup & Salad Containers + Lids",2700
household,"ForceFlex Medium Quick-Tie Garbage",2698
household,"Complete Clean with Bleach Toilet Bowl Cleaner",2696
household,"Concentrated Bleach Fresh Meadow",2694
household,"Recycled Facial Tissues 2 Ply",2693
household,"Lemon Dishwasher Detergent + Clorox Stain Fighting",2675
household,"Mold and Mildew Remover with Bleach",2670
household,"Freezer Bag Gallon",2670
household,"Plus Lotion 2 Ply Tissues",2664
household,"Half Steam Pan",2664
household,"With Febreze Bounce Fabric Softener Dryer Sheet Spring & Renewal 105CT Fabric Enhancers",2662
household,"Spirited Prints Paper Towels with Thirst Pockets - 8 CT",2661
household,"Concentrated Splash-Less Regular Bleach",2653
household,"Snack Size Zipper Bags",2647
household,"Fabric Softener",2644
household,"Cinch Sak Extra Large 33 Gallon Trash Bags",2639
household,"100% Recycled 1-Ply Bathroom Tissue",2632
household,"100% Recycled 1 Ply White Napkins",2622
household,"4X Ultra Concentrated Natural Laundry Detergent, Geranium Blossoms & Vanilla",2621
household,"Bac-Out Stain & Odor Remover",2613
household,"Basil Scented Counter Top Spray",2599
household,"Paper Plates",2590
household,"Disinfecting Wipes Lemon & Lime Blossom Scent",2589
household,"Geranium Scented Soy Candle",2584
household,"Force Flex Large Trash Drawstring Bags Extra Strong",2572
household,"Resealable Snack Bags",2556
household,"Gallon Size Value Pack Storage Bags",2554
household,"Mega Shower Foamer with Ultra Cling, Glade Rainshower Fragrance",2553
household,"Dish Liquid, Ultra Concentrated, Aloe",2533
household,"Small Household Gloves",2533
household,"Sweeper Dry Sweeping Cloths Refill",2517
household,"Ultra PlushÂ® 3 Ply Double Toilet Paper Rolls",2515
household,"Ultra Comfort Care Double Roll Toilet Paper",2514
household,"100% Natural Sponge Cloths",2514
household,"Gallon Storage Bags",2499
household,"To Go Stain Remover Pen",2468
household,"Plastic Knives",2461
household,"Greenlight Strike On Box Matches",2455
household,"Drawstring Tall Kitchen Bags",2445
household,"White Unscented Facial Tissue",2440
household,"Antibacterial Kitchen Cleaner Citrus Scent",2440
household,"Triple Action Dish Liquid Orange",2439
household,"L'elegance Toothpicks",2437
household,"360 Dusters Refills Unscented",2436
household,"Plus Febreze Freshness Spring And Renewal Scent HE Turbo Clean Liquid Laundry Detergent, 92 oz, 48 loads Laundry",2436
household,"Concentrated Bleach Clean Linen",2432
household,"2X Ultra High Efficiency Wave Auto Dishwasher Gel Free & Clear",2427
household,"Brightly Lint-Free Paper Towel",2426
household,"Bathroom Tissue Rolls",2416
household,"ActionPacs With Lemon Scent",2407
household,"Ultra Strong Bath Tissue",2402
household,"Zipper Bags Sandwich - 50 CT",2398
household,"ForceFlex Extra Strong Large Trash Bags",2394
household,"Spring Tulip Delicate Wash",2394
household,"Fabric Softener Sheets, Fresh Linen scent",2382
household,"PODS Laundry Detergent, Original Designed for Regular and HE Washers Laundry",2366
household,"Fresh Waters Scented Oil Refill",2366
household,"Honest Liquid Laundry Detergent, Free & Clear",2364
household,"Small Square Containers & Lids",2357
household,"PODS Laundry Detergent Spring Meadow Scent 16 Count  Laundry",2356
household,"Double Zipper 2 Gallon Freezer Bags",2350
household,"Pods Ocean Mist Scent Laundry Detergent + Stain Remover + Brightener",2340
household,"Microwave Safe Paper Cups",2338
household,"Foam Plates",2330
household,"Ultra Comfort Care Toilet Paper",2329
household,"Disinfecting Wipes Lemon & Fresh Scent",2328
household,"Cutlery Apple Green - 8 PK",2326
