Department,Product,amountBought
alcohol,"Diamond Collection Silver Label Pinot Noir Wine",450
alcohol,"Non-Alcohoic Beer",448
alcohol,"California Cabernet Sauvignon Wine",447
alcohol,"Original Dark Jamaican Rum",447
alcohol,"Usual Suspects Variety Ales @ Lagers",447
alcohol,"Fat Tire Amber Ale - 12 CT",446
alcohol,"Grenache Blanc",438
alcohol,"Russian River Valley Sauvignon Blanc Wine",438
alcohol,"Canned Beer",434
alcohol,"Reposado Tequila 80 Proof",433
alcohol,"Gentleman Jack Rare Tennessee Whiskey",430
alcohol,"Denogginizer Imperial IPA",423
alcohol,"Classic Cosmic Cranberry Kombucha",423
alcohol,"California Collection Cabernet Sauvignon Wine",417
alcohol,"Small Batch Kentucky Straight Bourbon Whiskey",414
alcohol,"Coastal Pinot Noir",413
alcohol,"Small Batch 9 Year Bourbon",413
alcohol,"Shiraz Cabernet Sauvignon Wine",412
alcohol,"Light Beer Cans",412
alcohol,"Dark Belgian Beer",410
alcohol,Vermouth,410
alcohol,"Triple Orange Liqueur",402
alcohol,"Sparkling Wine, Rose, California",402
alcohol,"Triple Distilled Irish Whiskey",402
alcohol,"Ranger India Pale Ale Bottles",399
alcohol,"Dry Sherry",399
alcohol,"Coronita Extra Beer Bottles",398
alcohol,"Brother Thelonious",398
alcohol,"American Concord Grape",397
alcohol,"Hefeweizen Beer",395
alcohol,"Chardonnay, Sonoma Country",394
alcohol,"All Day IPA",392
alcohol,"Organic Pinot Noir",390
alcohol,"Belgian Golden Ale",387
alcohol,"Celebration Fresh Hop IPA/Seasonal",385
alcohol,"Grapefruit Sculpin IPA",385
alcohol,"Shiraz, South Australia, Vintage 2008",385
alcohol,"Red Label Blended Scotch Whiskey",383
alcohol,"Reposado Tequila",383
alcohol,Tempranillo,382
alcohol,"Lager, Jamaican Style",380
alcohol,"Sweet Red",377
alcohol,"Blended Canadian Whisky",374
alcohol,"Bud Light Beer Cans",373
alcohol,"Jamaican Style Lager",372
alcohol,"Dales Pale Ale",372
alcohol,"Chicago Craft Variety Case",371
alcohol,"Cabernet Sauvignon, Vintage 2011",371
alcohol,"Cabernet Sauvignon Napa Valley",365
alcohol,"Non Alcoholic Beer",363
alcohol,"Cotes Des Rose Grenache Cinsault-Syrah",363
alcohol,"Premium Non Alcoholic Malt Beverage",362
alcohol,"Westfalia Red Ale",359
alcohol,"Moscato Spumante Wine",353
alcohol,"Sonoma County Sauvignon Blanc",352
alcohol,"Pranqster Belgian Style Golden Ale",347
alcohol,"Grand Reserve Belgium Ale",347
alcohol,"Sauvignon Blanc Awatere Valley Marlborough",343
alcohol,"Cabernet Sauvignon California 2007",342
alcohol,Lambrusco,341
alcohol,"California Cabernet Sauvignon",341
alcohol,"Diablo Cabernet",341
alcohol,"Pinot Noir, Vin de Pays d'Oc, 2006",341
alcohol,"Chainbreaker White IPA",339
alcohol,"Vintner's Reserve Zinfandel 2012",339
alcohol,"Silver Tequila 80 Proof",338
alcohol,"Grand Estates Cabernet Sauvignon",336
alcohol,"Fine Champagne Cognac",336
alcohol,"Malbec Mendoza",335
alcohol,"Malt Liquor",332
alcohol,"Belgian Style Farmhouse Ale",332
alcohol,"Lime Beer",331
alcohol,"Session IPA",331
alcohol,"Great White Beer",331
alcohol,"Enjoy By (MM-DD-YY) IPA",328
alcohol,"Morning Fog Chardonnay",328
alcohol,"Chianti Classico",327
alcohol,"Sparkling Rose",327
alcohol,"Zinfandel, California, 2010",325
alcohol,"Lager Especial Beer",320
alcohol,"Ranger IPA",319
alcohol,"Extra Stout",319
alcohol,"Rich Red Blend",318
alcohol,"Imperial Stout",317
alcohol,"Private Bin Sauvignon Blanc",317
alcohol,"Sangria, Tradicional, Fresh Citrus",316
alcohol,"California Champagne Sweet Rose",316
alcohol,Liqueur,314
alcohol,"Tequila Anejo",313
alcohol,"Hot To Trot Red Blend",310
alcohol,"Refreshing White",310
alcohol,"Organic Mendocino Cabernet Sauvignon",307
alcohol,"Micro Craft Beer",304
alcohol,"Pinot Grigio, Delle Venezie",303
alcohol,Red,303
alcohol,"Nitro Milk Stout",302
alcohol,"Kona Brewing Pipeline Porter",301
alcohol,"Sparkling Wine, Blanc de Blancs, Sonoma County",300
alcohol,"Cabernet Sauvignon, California",300
alcohol,"Honkers Ale",298
alcohol,"Triple Sec",295
alcohol,"Coastal Chardonnay Wine",294
alcohol,"Alexander Valley Cabernet Sauvignon Wine",293
alcohol,"Shaly Loam GewÃ¼rztraminer",291
alcohol,"Originale Amaretto",290
alcohol,"Benchbreak Chardonnay",289
alcohol,"Vodka Mandrin",288
alcohol,"Bitters Liqueur",287
alcohol,"Cotes Du Rhone",287
alcohol,"Union Jack IPA India Pale Ale",287
alcohol,Pabst,285
alcohol,"Rioja Tempranillo",284
alcohol,"Dos Equis Amber Lager",283
alcohol,"Chianti Wine",281
alcohol,"Reserve Pinot Noir",279
alcohol,"IPA Hop Hunter",279
alcohol,"Imported Beer Bottles",278
alcohol,Syrah,278
alcohol,"Wine Sonoma County Chardonnay",276
alcohol,"Vieille Provision Saison Dupont Unfiltered Belgian Farmhouse Ale",275
alcohol,"Pinot Noir Sonoma Coast",275
alcohol,"GSM, Central Coast, Vintage: 2011",274
alcohol,"The Prisoner Blend",273
alcohol,"Oregon Pinot Noir",272
alcohol,"Clara Beer",272
alcohol,Ale,272
alcohol,"Cabernet Sauvignon, Mendoza, Argentina, 2009",271
alcohol,"Pear Hard Cider",269
alcohol,Amber,265
alcohol,"IPA, Black, Back In Black",264
alcohol,"Baba Black Lager",263
alcohol,"Raspberry Peach Cordials",263
alcohol,"Wooky Jack Black Rye Ipa",260
alcohol,"Most Wanted California Pinot Grigio White Wine",260
alcohol,Garnacha,259
alcohol,"Clara Imported Beer Mazaflan, Mexico",259
alcohol,"Amber Hard Cider",257
alcohol,"A Trois Silk Red",254
alcohol,"Grapefruit Sculpin",254
alcohol,"1500 Pale Ale",254
alcohol,"Moscato D'Asti",253
alcohol,"Napa Valley Cabernet Sauvignon",253
alcohol,"High Life Beer",251
alcohol,"Pinot Grigio, California, 2011",251
alcohol,"California Sparkling Wine",250
alcohol,"Grand Brut Champagne",249
alcohol,"Natural White Organic Wine",249
alcohol,"Limited Release The Hairy Eyeball",248
alcohol,"Raspberry Twist Vodka",248
alcohol,"Amber Alt Style Ale",247
alcohol,"Ale Premier",246
alcohol,"Brut Rose Wine",246
alcohol,Sangria,246
alcohol,"Kentucky Straight Bourbon Whisky",244
alcohol,"Nooner Pilsner",241
alcohol,"Matilda Belgian Style Pale Ale",240
alcohol,"Prohibition Ale",237
alcohol,"Barbados Rum",236
alcohol,"Total Domination India Pale Ale",235
alcohol,"Paraduxx Z Red Blend",234
alcohol,"Chardonnay Santa Barbara County 2005",233
alcohol,Black,233
alcohol,"California Pinot Grigio",233
alcohol,"Park Hoppy Wheat Beer",233
alcohol,"Northern Sonoma Chardonnay",232
alcohol,"Seasonal Shocks Pumpkin Wheat",232
alcohol,Chablis,232
alcohol,"Chardonnay Napa",232
alcohol,"Special Reserve 12 Yr Old Scotch Whisky 80 Proof",232
alcohol,"Pinot Grigio Central Coast 2006",232
alcohol,"Elderflower Liqueur",231
alcohol,"Sonoma Coast Pinot Noir",230
alcohol,"Menage a Trois",229
alcohol,"Rebel IPA",229
alcohol,"Napa Reserves Cabernet Sauvignon",227
alcohol,"Zinfandel Heritage",226
alcohol,"Villa Toscana Wine",225
alcohol,"Sauvignon Blanc, Marlborough",224
alcohol,"Coconut Rum",223
alcohol,"Vodka 80 Proof",223
alcohol,"Organic Natural Red",223
alcohol,"Protocolo Vino de la Tierra Tinto",222
alcohol,"Vodka Vanilia",220
alcohol,"Maraia Barbera Monferr Italy",220
alcohol,"Director's Cut Pinot Noir",219
alcohol,"Double Jack IPA",219
alcohol,"Fuzzy Navel Cooler",216
alcohol,"Torpedo Extra IPA",216
alcohol,"Sonoma Chardonnay",215
alcohol,"Red Wine, Crianza, 2009",213
alcohol,"Meritage Wine",212
alcohol,"Stella Rosa Moscato D'Asti",212
alcohol,"Ichiban Bee",212
alcohol,"Merlot, California, 2004",211
alcohol,"Toscana Hillside Vineyards Red",211
alcohol,"Merlot, California",210
alcohol,"Extra Dry Gin",208
alcohol,"Non Alcoholic Malt Beverage",208
alcohol,"Sultry Red Bistro Style Wine",207
alcohol,"Gift With Flask",206
alcohol,"Rampant India Pele Ale",206
alcohol,"Old Chub Scotch Ale",206
alcohol,Porter,206
alcohol,"Sofia Blanc De Blancs",204
alcohol,"California Lager",203
alcohol,"Lager Especial",202
alcohol,"Tallulah Extra Pale Ale",201
alcohol,Tequila,200
alcohol,"Russian River Pinot Noir",199
alcohol,"Lunette Prosecco",197
alcohol,"White Rum",197
alcohol,"Winter Ale",195
alcohol,"Riesling, Mosel, 2014",194
alcohol,Budweiser,193
alcohol,"Reserve Cabernet Sauvignon Wine",193
alcohol,"Diamond Junmai Ginjo SakÃ©",192
alcohol,"Whipped Cream Vodka",192
alcohol,"Raspberry Wheat Ale",190
alcohol,Prairie,190
alcohol,"Ultra Light Beer",190
alcohol,Seasonal,190
alcohol,"Obsidian Stout",189
alcohol,"Louis Jadot Chardonnay, Macon Villages",189
alcohol,"Almond Flavored Champagne California",188
alcohol,"White Wine",187
alcohol,"Beer Can",187
alcohol,"Chillable Red House Wine",186
alcohol,"Crisp White",186
alcohol,"Riesling Wine",184
alcohol,Reposado,184
alcohol,"Blanc De Noirs",183
alcohol,"Ten Hills Pale Ale",183
alcohol,"Champagne, Sparkling, California, Brut Cuvee",181
alcohol,"Brut Rose",179
alcohol,"Vodka, Hand-Made, Straight",178
alcohol,"Nut Brown Ale",178
alcohol,"Lucky 13 Ale",178
alcohol,"12 Year Old Blended Scotch Whisky",177
alcohol,"Pinot Grigio Delle Venezie",175
alcohol,"Light Oaked Chardonnay",175
alcohol,"Shiraz Cabernet",175
alcohol,"Hard Cider Apple Ginger",175
alcohol,"Dry Fino Sherry",174
alcohol,"Organic Sauvignon Blanc",173
alcohol,"Vintner's Reserve Carbernet Sauvignon",173
alcohol,"Original Tequila Reposado",172
alcohol,"Champagne Brut",172
alcohol,"Purple Haze Raspberry Wheat Bear",170
alcohol,"Royale Deluxe Liqueur",169
alcohol,"Dry Pear Hard Cider",169
alcohol,"101 Bourbon Whiskey",168
alcohol,"Kenwood Cabernet Sauvignon Sonoma Valley 750 Ml",168
alcohol,"Milk Stout",168
alcohol,"The Cutrer Chardonnay",167
alcohol,"The Big Kahuna Variety Pack",167
alcohol,"Imported Liquor",166
alcohol,"Unoaked Chardonnay",166
alcohol,"Nigori Sake",166
alcohol,"3 Best Friends Coffee Vanilla Lager",166
alcohol,"Original Irish Cider",165
alcohol,"Tequila 100% De Agave Anejo",163
alcohol,"Imported Beer",163
alcohol,"Bud Light Glass Bottles Beer",162
alcohol,"Snap Frost 5 Times Distilled Vodka",161
alcohol,"Vanilla Porter Ale",159
alcohol,"Seasonal Brew",159
alcohol,"Beer, IPA",159
alcohol,"Crisp Hard Cider",159
alcohol,"Most Wanted Cabernet Sauvignon Red Wine",158
alcohol,"Sonoma County Cabernet Sauvignon",158
alcohol,"Flavored Vodka, Peach",157
alcohol,"Maximus India Pale Ale",156
alcohol,"Golden Monkey",156
alcohol,"Christmas Ale",156
alcohol,"Sauvignon Blanc Napa Valley 2006",156
alcohol,"Pinot Noir, California 2010",156
alcohol,"2013 Zinfandel Red Wine",155
alcohol,"46 / 94 Proof Bourbon Kentucky Whiskey",154
alcohol,Spumante,152
alcohol,"Original Hazelnut Liqueur",151
alcohol,"Superior Light Beer Ultra 4.2% Alcohol",150
alcohol,"Pick Different Pack Ale",150
alcohol,"Zinfandel, Lodi, California",150
alcohol,"Original Hard Lemonade",149
alcohol,"William Fevre Chablis Champs Royaux France",148
alcohol,Sake,148
alcohol,"Vodka Citron",147
alcohol,"Pale 31 California Pale Ale",147
alcohol,"Indian Pale Ale",147
alcohol,"Pinot Grigio, California",147
alcohol,"Relax Riesling",145
alcohol,"Organic Chardonnay",145
alcohol,"Sparkling Brut France",144
alcohol,"Cranberry Ginger Shandy",143
alcohol,"German Quality Beer",143
alcohol,"Ultimate Pomegranate Margarita",143
alcohol,"Snapshot Wheat Beer",143
alcohol,"Merlot California",142
alcohol,"Dry Gin Distilled London Dry Gin 1761",142
alcohol,"Censored Rich Copper Ale",141
alcohol,Bourbon,140
alcohol,"Moscato, Pink",140
alcohol,"Pouilly Fuisse France",138
alcohol,"Primitivo Red Wine Zinfandel",138
alcohol,"Tricerahops Double IPA",138
alcohol,Port,138
alcohol,"Sonoma Zinfandel",138
alcohol,"Designer Paper Plates, 10.25"",111,17
3479,Classic Whipped Cream,53,16
3480,Organic Sweet Corn,116,1
3481,Pineapple,24,4
3482,Organic Italian Volcano Lemon Juice,98,7
3483,Peach Lemonade,98,7
3484,Ham And Cheese Style Pocket,42,1
3485,Berry Shot Dietary S",137
alcohol,Apertif,137
alcohol,"Chocolate Stout",137
alcohol,"The Original Irish Cream Liqueur",136
alcohol,"Doublewood Single Malt Scotch Whiskey",136
alcohol,"Suds Cans",135
alcohol,"White Label Blended Scotch Whisky",135
alcohol,"Black Cherry Cider",135
alcohol,"Pinot Grigio Emerald Label",135
alcohol,Bianco,135
alcohol,"Vintner's Reserve Syrah Wine",135
alcohol,Rogue,134
alcohol,"West Coast Double India Pale Ale Beer",134
alcohol,"Whiskey, Tennessee Honey, Original Recipe",134
alcohol,"Variety Pack Summer Styles",134
alcohol,"Premium Light Lager Beer",133
alcohol,"Black House Coffee Roasty Stout Beer",133
alcohol,"Chardonnay Sonoma Coast 2008",133
alcohol,"Avant Red Wine Blend",133
alcohol,"Moscato, Red, California",132
alcohol,"Sho Chiku Bai Nigori Sake",131
alcohol,"Pinot Noir Monterey",130
alcohol,"Napa Reserve Chardonnay Wine",130
alcohol,"Edna Valley Chardonnay",129
alcohol,"Seasonal Lager",128
alcohol,"Gold Tequila 80 Proof",127
alcohol,"VS Cognac",126
alcohol,"Dark Rich & Sexy Porter",126
alcohol,"Real Sangria",126
alcohol,"Prosecco Di Valdobbiadene Sparkling Wine",125
alcohol,"Big Wave Golden Ale, Bottles",125
alcohol,"Long Hammer IPA Beer",125
alcohol,"Peach Vodka",124
alcohol,"Non-Alcoholic Malt Beverage",123
alcohol,"Limited Release Sucks Brown Shugga Sustitute",122
alcohol,"Non Alcoholic Premium Brew Malt Beverage",122
alcohol,"Oatmeal Stout Beer",119
alcohol,"Signature Collection Oregon Pinot Gris",118
alcohol,"Albarino Rias Baixas",118
alcohol,"Imported Hefeweizen",118
alcohol,"Pinot Griis Oregon 2012",118
alcohol,"Chardonnay Paso Robles",117
alcohol,"Riesling Blue Qba",117
alcohol,"100% Agave",116
alcohol,"Draught Beer Keg",116
alcohol,"Rolling Rock",115
alcohol,"No.1 Liqueur",115
alcohol,"Belgian Style Golden Ale",115
alcohol,"Cabernet Franc",115
alcohol,"Vintner's Reserve Johannisberg Riesling",115
alcohol,"Genuine Draft Bottles",114
alcohol,"VO Canadian Whiskey",114
alcohol,"XO Extra Smooth Brandy",114
alcohol,"Shiner Bock Beer",114
alcohol,"Sparkling Brut",113
alcohol,"Diamond Collection Red Label Zinfandel",113
alcohol,"Merlot, Alexander Valley, Sonoma County, 2009",112
alcohol,"Incredible Red Zinfandel",112
alcohol,"Sonoma County Chardonnay",112
alcohol,"Cucumber Vodka",112
alcohol,"No. 10 Distilled Gin",111
alcohol,"Grapefruit Radler Can",111
alcohol,"Premium Lager",111
alcohol,1664,111
alcohol,"Brut Blanc De Blancs",111
alcohol,Blanc,111
alcohol,"Diamond Sauvignon Blanc",110
alcohol,"Reserve Merlot Wine",110
alcohol,"Chardonnay Napa Valley",110
alcohol,"Blended Canadian Whiskey",110
alcohol,"GrÃ¼ner Veltliner",109
alcohol,"Riesling Central Coast",109
alcohol,"Double Chocolate Stout Ale",108
alcohol,"Snake Dog IPA",108
alcohol,"Draft Sake",108
alcohol,"Golden Margarita",108
alcohol,"Zin, Old Vine, Lodi, 2008",107
alcohol,"Sake Rice Wine",107
alcohol,"Central Coast Merlot",106
alcohol,"Rutherford Cabernet Sauvignon Wine",105
alcohol,"Lime-A-Rita Margarita with a Twist",105
alcohol,"Black Cherry Lemonade",105
